"구분","항목별","항목","단위","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"합계","총계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","42223.1","40330.4","38165.2","38669","39384.2","40768.2","42782.9","42918.1","41578","40566.5","40899.6","42570.8","42268.9","42085.8","40920.4","40941.7","41644.2","40542.7","42355.2","43411.2","45460.3","45008.9","46749.3","45912.1",
"합계","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","16574.7","16471.8","17204.6","17479.4","17495.5","18224.4","18157.2","19505","19660.8","20361","20971.1",
"합계","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","25427.1","24090","22545.3","22913.4","23738.2","24779.1","25880.7","25313.5","25150.5","24630.8","14905.8","14829.1","14428.4","14244.7","13994.9","14684.6","14898.5","14750.2","15291.7","15383.3","16366.6","16346.9","16791.6","18031.9",
"합계","음식물류폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","12411.6","11037.5","10102.2","9621.5","9902.3","9773.2","9770","9172.7","9618.1","10697.7","975","617.8","850.1","360.4","202.6","233.8","158.3","140.2","424.5","972.1","1127.4","1333.8","1530.7","1408.7",
"합계","폐지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","5390.7","5034.9","4816.5","4987.2","4802.5","5002.6","4988.7","5001.3","5104","4894","4605","4899.6","4579.5","4428.5","4355.3","4598","4964.8","4990.9","5039.9","5047","5371.1","4980.5","4985.9","4870.2",
"합계","폐합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","4416.5",
"합계","폐목재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1489.9","1507.3","1522","1528.8","1656.6","2121","2133.1","2222","2119.2","1900","1927.6","1669.8","1367.3","1310","1245.1","1403.6","1398.1","1305","1218.2","1087.7","1081.1","1115.1","1196.3","1186",
"합계","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","880.9",
"합계","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","918.9","911.9","970.2","960.1","1014","1022.2","1109.1","1160","1133.6","1071.3","1033.3","957.3","936.9","877.7","820.3","861.4","974.4","901.1","820.7","817.2","994","912.2","989","511.9",
"합계","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1782.9","1872.8","1776.6","1900.3","1952","2093.1","2258.2","2216.7","2278.3","2120.5","2316.5","2395.4","2213.1","2197.4","2199.4","2220.5","2483","2509.5","2656.4","2858.7","3265.3","3546.9","3752.8","",
"합계","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","3433.1","3725.6","3357.8","3915.5","4410.8","4767","5621.6","5540.8","4897.4","3947.3","4048.3","4289.3","4481.6","5070.7","5172.2","5367.3","4919.9","4903.5","5132","4600.6","4527.7","4458.4","4336.9","4757.7",
"합계","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","6295.1","5606.8","4550.7","4326.9","4309.9","4251.3","4375.4","4609.6","3915.2","3389.6","3129.5","2839.3","2628.6","2330","2476.9","2520","2580.9","2745.3","2932.7","2773.9","2584.7","2652.7","2811.3","2405.4",
"합계","연탄재","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1724.2","1170.3","885.8","669.6","598.6","547.1","478.5","539.8","509","567.5","502","","","","","","","","","","","","","143.5",
"합계","폐유리류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","359.3","345.1","340.5","357.4","371.15","392.8","389","412.8","480","430","500.9","639.9","612.4",
"합계","폐금속류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1160.7","1109.3","880","848.7","797.8","799.4","738.7","736.6","723.1","604.7","633.4","484.6","397.4","316","305.4","299.75","300.7","314.6","343","404.3","394.1","375.5","443.5","435.4",
"합계","폐토사류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1181.2","1230.3","949.6","877.3","942.2","911.3","869.3","922.9","764.5","686.5","649.1","588.7","521.7","445.4","450.7","458.5","447.1","475.3","445.6","298.7","327.9","335.5","314.4","196.1",
"합계","폐타일 및 도자기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","142.1",
"합계","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","2229","2096.9","1835.3","1931.3","1971.3","1993.5","2288.9","2410.3","1918.6","1530.9","1344.9","1406.7","1364.4","1228.1","1363.4","1390.6","1440.3","1566.4","1731.3","1590.9","1432.7","1440.8","1413.5","875.9",
"합계","건설폐재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","250.2",
"합계","기타(배출불명 등)","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","553.7","661.2","758.1","283.6",
"합계","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","10500.9","10633.6","11069.2","11428.7","11336.1","11737.8","12526.8","12995","12512.2","12546.1","12908.9","12877.6","12806.5","13469","12868.1","12308.5","12666.8","12037","12394.2","11928.5","12413.3","11946.3","13028.4","11802.2",
"합계","종이팩","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","473.5",
"합계","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","3015.7",
"합계","종이류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","6080.5","5854","5479.3","5548.9","5330.8","5142.4","5547.7","5840.9","5406.3","5213.9","5134.8","5015","4673","4577.3","4359.6","3910.82","4115.1","3817.9","4130.18","4133.8","4236.2","3877.8","3889.1","",
"합계","폐유리병류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1025.4","1266.9","1465.8","1632.1","1731.3","1974","2088.2","2128.1","2082.7","2100.1","2170.1","2124.8","2139.9","2080.8","1872.3","1764.26","1740.6","1678.2","1693.86","1580.9","1582.4","1491.7","1223.8","772.3",
"합계","캔류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","466.3","530.3","589.3","571.4","513.1","523","588.1","581.4","659.9","657.9","700.4","651.5","685.4","627.8","718.9","669.83","679.7","634.9","663.09","664.9","686.5","638.1","","",
"합계","금속캔","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","589.8","395.6",
"합계","비닐류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","1210.9",
"합계","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","160.7",
"합계","PET병","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","517.2",
"합계","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","715.5",
"합계","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","35.8",
"합계","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","660.3","645.1","785.4","886.4","917","1034.5","1138.5","1195","1225.9","1364.8","1511.2","1518.5","1487","1301.6","1197.2","1120.53","1187.8","1067.8","1067.26","1014.9","966.7","1082.1","1226.2","",
"합계","합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","555.4","644.7","745","720.1","842.54","892.4","922.2","968.8","1017.5","1147","1203","1295.7","",
"합계","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","109.3","131","135.1","",
"합계","폐전기전자제품","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","305.6","298.3","160.3","175.1","146.98","168.8","123.1","112.5","120.1","150.6","141.8","164.1","226.7",
"합계","폐전지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","8","10","4.2","7.7","47","56.7","68","46.2","20.8","18.4","16","11.9","34.2",
"합계","농약용기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","61.7",
"합계","폐비닐","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","424",
"합계","타이어","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","23.1","13.6","141.8","37.7","29.5","22.6","17.7","11.4","9.4","19","28.5","43.9","",
"합계","윤활유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","11.5","2.2","212","30.4","29.9","24.9","16.9","4.9","5","26.5","28.3","24.9","",
"합계","폐형광등","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","74","58.2","33.8","138.2","67.3","47.7","56.4","148.5","48","177.5","147.2","89.9","46.9",
"합계","고철류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1731.2","1888.6","2217","2112.6","2083.7","2269.3","2316.1","2372.3","2181.5","2172.3","2262.3","1482.5","1672.9","1960.6","1720.6","1723.97","2001.1","1987","1902.18","1630.8","1634.5","1418.3","1228.1","1014.5",
"합계","폐의류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","122","149.8","160.6","175.5","189.4","182","126.9","203.73","146.3","160.8","178.2","181.7","141.8",
"합계","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","63.1",
"합계","영농폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","382.3","392.6","400.3","434.2","486.5","487.8","506.4","481.6","440.3","433.5","463.9","445.6","",
"합계","폐가구류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","426.2","342.5","386.87","317.3","328.3","325.5","374.6","440.4","522.3","626.8","439.9",
"합계","폐식용유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","28.8","27.2","16.5","18.8","27","15.2","44.7","42.5","44","44.3",
"합계","재활용잔재물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","1546.5","1703.7",
"합계","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","537.2","448.7","532.4","677.4","760.2","794.6","848.2","877.3","955.9","1037.1","1131.2","603.5","578.6","636.7","909.3","865.9","725.8","666.5","607.5","706","579.3","535.6","261.3","304.2",
"합계","음식물류 폐기물 분리배출","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","9956.1","12024.7","12405.5","12042.1","11580.5","11428.6","11498","11010.2","11736.6","13325.5","13542","13401.8","13359.9","13138.8",
"서울특별시","총계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","10785","9940.6","9040.2","9206.7","9389.2","9719.4","10141.7","9806.6","9842.1","9127.7","8947.4","9964","9767.9","9505.5","8393.6","7943.3","8010.6","7567.7","8666.5","8657.4","8750.9","8431.5","8586.9","8658",
"서울특별시","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","2947.6","2908.8","3015.7","2864.4","2810.2","2948","2691.7","2849.3","2835.8","2857.8","3214.6",
"서울특별시","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","6354","5774.7","5390.2","5530.8","5843.3","6370.6","6265.9","5747.6","6150.2","5460.4","2988.9","3059.8","2971.6","2853.4","2754","2865.5","2724.5","2668","2834.4","2562.8","2753.8","2666","2602.1","2925",
"서울특별시","음식물류폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","3116","2758","2544.9","2320.2","2098.9","2188.8","2150","1642.4","2080.7","2302.7","0",".9","104.3","0","3","12.6","17.8","2.5","27.1","48","47.9","79.2","106.6","127.9",
"서울특별시","폐지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1362","1318.1","1141.3","1188.8","1056.2","1085.3","966.5","988.9","1247.2","1105.7","853.2","870.4","726.1","663.5","608.2","833.6","711.4","740.6","748.8","891.3","956.3","894.9","785.9","802.9",
"서울특별시","폐합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","530",
"서울특별시","폐목재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","365","352.1","323.6","304","338.6","482.3","352.1","389.5","439.8","355.4","420.1","333.1","258.8","165.9","157.4","191.4","213.5","132.4","128","141.2","133.2","187.1","142.9","163.1",
"서울특별시","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","112.7",
"서울특별시","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","305","291.8","233.2","243.1","309.3","257.2","283.1","250.6","283.8","262.9","201.3","174.7","143.9","129.9","111.7","117.9","120.5","106.4","101.2","97.5","97.7","139.6","124.5","67.7",
"서울특별시","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","459","443.5","322.9","380.2","424.7","508.6","430.6","373.6","411.9","362.7","455.6","471.5","295.7","358.2","299.3","292.5","232.7","246","258.4","303.5","328.6","451.8","456.5","",
"서울특별시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","747","611.2","824.3","1094.5","1615.6","1848.4","2083.6","2102.6","1686.8","1071","1058.6","1209.2","1442.8","1535.9","1574.4","1417.5","1428.6","1440.1","1570.9","1081.3","1190.1","913.4","985.7","1120.7",
"서울특별시","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","928","881.8","622.8","609.5","532.1","600.9","549.9","578.4","372","380.3","331.5","349.9","242.8","94.2","154.8","150.2","139.9","142.2","113.6","128.9","91.3","156.8","239.3","255.3",
"서울특별시","연탄재","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","150","90.7","46.6","53.8","21.6","29.5","6.6","20.1","15.6","19.1","28.3","","","","","","","","","","","","","3.9",
"서울특별시","폐유리류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","23.9","25.3","13.2","17.7","19.6","30.6","23.6","21","42.4","23.7","28.1","60","55.7",
"서울특별시","폐금속류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","289","223.7","137.2","155.7","97.4","141.6","101","104.3","58.5","55.1","102.2","37.8","38.2","12.5","14.8","17.7","26.1","22.7","22.5","23.7","18.8","17.8","42.1","31.6",
"서울특별시","폐토사류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","164","262","139.2","69.7","103.1","94","93.6","109.6","89.1","84.6","67.4","60.3","61.4","16.4","32.7","39.9","19.7","15.6","10","14.2","13","9.2","18","24.7",
"서울특별시","폐타일 및 도자기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","7.6",
"서울특별시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","325","305.4","299.8","330.3","310","335.8","348.7","344.4","208.8","221.5","133.6","227.9","117.9","52.1","89.6","73","63.5","80.3","60.1","48.6","35.8","101.7","119.2","131.8",
"서울특별시","건설폐재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","8.1",
"서울특별시","기타(배출불명 등)","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","4.2","13","16.4","26.2",
"서울특별시","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","3503","3284.1","3027.2","3066.4","3013.8","2747.9","3325.9","3480.6","3319.9","3287","3574.7","3721.8","3573.9","3650.8","2594.5","2163.2","2309.3","2148.3","2921.5","2998.5","3020.8","2900.8","3117.7","2865.1",
"서울특별시","종이팩","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","200.9",
"서울특별시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","745.1",
"서울특별시","종이류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","2147","1892.9","1650.2","1531.6","1427.4","1197.1","1650.1","1769.4","1590.8","1535.7","1708","1868.8","1656.8","1383.5","1047.3","837.6","867.3","801.4","1326","1376.3","1332.8","1167.1","1108.5","",
"서울특별시","폐유리병류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","259","336.9","336.1","341.4","447","473.5","483.4","508.5","531","535.5","632.6","544.7","509.2","488.7","378.3","326.2","363.6","333.9","444.8","418.6","420.7","399.7","354.2","199.8",
"서울특별시","캔류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","106","141.4","205.8","150.2","130.9","99.7","144","159.8","213.3","210.6","239.8","179.1","181.8","141.4","120.7","95.6","120.1","109.4","177.8","181.5","190","191.3","","",
"서울특별시","금속캔","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","186.2","114.1",
"서울특별시","비닐류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","408.4",
"서울특별시","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","50.9",
"서울특별시","PET병","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","121.8",
"서울특별시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","143",
"서울특별시","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"서울특별시","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","159","155.9","183.7","209","227.5","213.6","218.4","221.4","260.5","288.6","327.1","424.7","402.9","365","281.4","236","212.8","195.2","257.2","288.8","272.4","319.3","253.5","",
"서울특별시","합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","197.3","198.9","168","156.6","175.3","171.1","180.1","238.3","251.8","348.6","383.1","341.7","",
"서울특별시","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","23.7","26.1","31.7","",
"서울특별시","폐전기전자제품","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","42.3","44.8","48.5","27.1","22.58","25.4","28.2","14.8","15.3","18.2","10.6","10.2","20",
"서울특별시","폐전지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","5.1","6.6",".3","2.1","9.4","16.6","21.2","8.2","8.4","2.2","6.3","3","1.1",
"서울특별시","농약용기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"서울특별시","폐비닐","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","23.3",
"서울특별시","타이어","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","4","2.2","122.1","24.4","17.5","15.2","10.3","0","0","0",".3",".7","",
"서울특별시","윤활유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","2.2","2","211.1","30.3","24","19.2","11","0","0","12.3","11.7","11.5","",
"서울특별시","폐형광등","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","22.5","12.7","3.7","37.6","34","15.7","24.7","8.6","21.5","32.1","17.1","14.7","11.2",
"서울특별시","고철류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","748","696.1","588.8","716.8","695","704.1","765.6","744.8","627.1","580.5","522","274.5","365.2","304.7","209.8","141.62","163.4","130.7","190.5","168.3","154.6","145.3","149.6","95.6",
"서울특별시","폐의류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","48.2","57.4","50.5","39.5","23.9","26.2","13.6","57","38.3","39.9","47.3","35.7","33.7",
"서울특별시","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","17.5",
"서울특별시","영농폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","",".4",".1","0",".1","0","0","3.7","0","8.8","6.7","5.8","4.8","",
"서울특별시","폐가구류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","269.6","113.9","110.9","78.5","100.4","101.6","92.6","95.9","96.5","56.5","71.1",
"서울특별시","폐식용유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","4.6","10.3","7.4","7","7","8.3","34.1","35.4","31.2","30.7",
"서울특별시","재활용잔재물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","505.4","554.3",
"서울특별시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","84","60.9","62.6","117.4","86","59.9","64.4","76.7","97.2","136.1","145.2","108","133.3","93.7","120.8","98.3","206.8","177.5","89.7","120","36.6","37.9","18.6","22.6",
"서울특별시","음식물류 폐기물 분리배출","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","2052.3","2832.5","2979.6","2907.1","2890.3","2764.4","2836.9","2609.2","2797","2967.2","2880.8","2694.9","2611.4","2578.3",
"부산광역시","총계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","3540","3386","3191.6","3059.1","3087.8","3067.4","3022.6","3040.8","2914.6","2871.4","2609.6","2769.7","2736.4","2726.8","2638.6","2712.6","2698.1","2648.2","2855.3","2875.8","2847.1","2841","2795.8","2951",
"부산광역시","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","757.1","736.1","844","854.6","778.2","907.6","889.9","875.2","905.6","930","865.7",
"부산광역시","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","2070","1894","1687.5","1615.1","1764.1","1632.1","1599.9","1603.4","1571.7","1501.4","753.7","787.5","706.3","706.7","677.5","780.9","764","707.1","789.6","761.8","675.1","710.3","776.7","798.8",
"부산광역시","음식물류폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1212","1081","862.8","662.1","722.9","766.4","698.6","743.6","685.1","750.8","0","0","134.8","0","0","0","0","0","55.8","50.4","74.4","55.1","134.4","81.7",
"부산광역시","폐지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","305","295","249.6","259.6","358.9","269.1","261.5","275.5","240.7","200.8","186.8","287","304.3","309.5","312.2","371.5","360.3","308.4","341.9","302.5","207.5","208.8","263.6","250.5",
"부산광역시","폐합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","318.5",
"부산광역시","폐목재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","75","71","76.3","90.5","57.5","77.5","47.7","56.8","87.5","72.1","86.3","45.4","33.9","24.3","21.3","18.7","37.2","26.6","45.4","34","23.7","24.5","41.7","19.9",
"부산광역시","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"부산광역시","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","55","42","41.5","61.8","54.9","53.4","42","61.1","76.8","72.1","68.6","36.1","43.1","45.5","37.9","47.2","47.9","49.5","59.5","14","35.1","27.6","49.4","113.8",
"부산광역시","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","218","190","170.2","196.1","170.9","186.8","169","155.1","126.1","103.8","112.8","166.5","173.9","199.8","184.5","199.5","191.8","180.5","180.5","199.6","231.8","279","161.8","",
"부산광역시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","205","215","287.1","345","399","278.9","381.1","311.3","355.5","301.8","299.2","252.5","16.4","127.6","121.6","144","126.8","142.1","106.5","161.3","102.6","115.3","125.8","14.4",
"부산광역시","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","374","351","261.6","209.7","163.2","202.9","139.8","149","121.1","85.6","94.8","61.3","56.8","50.4","58.6","63.1","90.6","71.1","118","128.1","83.6","93.7","76","66.9",
"부산광역시","연탄재","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","55","36","35.6","13.7","10.9","7.9","9.1","10.5","14.9","17.8","19.4","","","","","","","","","","","","","0",
"부산광역시","폐유리류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","26","15.6","12.1","15","8.3","11.1","6.9","20.1","18.9","7","2.2","15.4","23.4",
"부산광역시","폐금속류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","98","87","66.5","55","41.5","44.2","35.9","42.9","30.2","17.9","14.6","12.8","9.3","5.4","7","3.6","4.9","3.9","15.1","16.4","7.6","4","6","23.8",
"부산광역시","폐토사류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","92","42","29","24.8","22.6","17.3","14.3","17.9","18.3","13.3","13.6","5.5","0","0","0",".3","1.9",".3","9","0","0","0","2.2","0",
"부산광역시","폐타일 및 도자기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"부산광역시","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","129","186","130.5","116.2","88.2","133.5","80.5","77.7","57.7","36.6","47.2","17","31.9","32.9","36.6","50.9","72.7","60","73.8","92.8","69","87.5","52.4","19.7",
"부산광역시","건설폐재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"부산광역시","기타(배출불명 등)","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","116.5","101.6","77.3","0",
"부산광역시","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1096","1141","1242.5","1234.3","1160.5","1232.4","1282.9","1288.4","1221.8","1284.4","1196","1263.1","1308.3","1314.5","1279.2","1254.5","1231","1246.2","1308","1273.2","1253.1","1254.2","1195.6","1408.5",
