"구분","항목별","항목","단위","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"경기도","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","319.8","431.8","384.7","379.3","343.1","337.4","436","452.4","417.4","390.9","395.9","504.7","472.6","397.8","480.1","497.7","527.8","589.8","627.8","661.3","768.2","907.5","1001.7","",
"경기도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","584.2","733.9","474.3","635.7","559.7","545.8","674.7","673.9","646.4","614.7","661.7","698.5","641.7","773.3","776.2","1024.9","853.6","937.9","884.2","932.1","841.4","660.9","567.1","659.1",
"경기도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","708.1","570.3","509.6","479","537.3","497.7","475","474.4","410.1","336.9","310.1","273.3","281.9","256.6","223.9","181.1","176","231.9","241.9","333.4","389.1","414.9","488.4","499.3",
"경기도","연탄재","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","204.6","115.1","115.1","76.6","82","75.8","69.4","75","79.5","61.7","58","","","","","","","","","","","","","32.5",
"경기도","폐유리류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","33.7","30.8","32","31.8","21.8","12.8","27.1","70.8","85.2","49.8","97.2","133","149.1",
"경기도","폐금속류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","116.1","129.3","117","98.8","91.2","92.4","75.9","62.5","56.8","53.5","55.4","39.8","37","31.7","30.1","28.8","14.5","25.7","21.6","38.7","63.8","72.2","76.5","104.3",
"경기도","폐토사류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","106.1","101.2","87.8","76.4","67.2","57.3","76.3","81.4","68.8","60.3","57.6","48.7","41.6","39.2","32.7","27.2","26","35.7","28.8","25","110.2","113.9","58.6","31.5",
"경기도","폐타일 및 도자기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","12.3",
"경기도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","281.3","224.7","189.7","227.2","296.9","272.2","253.4","255.5","205","161.4","139.1","151.1","172.5","153.7","129.3","103.3","122.7","143.4","120.7","184.5","165.3","131.6","220.3","169.6",
"경기도","건설폐재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","23.7",
"경기도","기타(배출불명 등)","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","24.1","123.7","222.8","50.1",
"경기도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","2076.3","2104.3","2175.9","2054.6","2055","2202.8","2304.8","2416.3","2453.6","2521.2","2535.6","2378.1","2507.6","2428","2518.4","2596.3","2522.2","2051.9","1967.8","1907","2019.2","1741.8","2188.5","1913.2",
"경기도","종이팩","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","3.3",
"경기도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","400.4",
"경기도","종이류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","967.4","937.7","903.2","776.3","801.3","823.6","829.7","852.4","851","861.9","864.3","747.8","772.6","796.3","857.1","840.8","803.8","542.6","509.4","517.5","500.2","346","334.8","",
"경기도","폐유리병류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","285.9","399.7","442.6","471.5","471.5","528.8","522.9","541.4","523.7","554.8","536.2","575.4","601.6","536.8","454.9","470.5","476","428.1","421.9","400","392.9","311.2","283.2","99.2",
"경기도","캔류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","123","148.9","142.6","162.2","137.8","162.7","143.9","157","154.2","155.1","161","172.5","173.7","150.5","145.2","142.7","147.2","126.9","130.2","120","127.8","84.2","","",
"경기도","금속캔","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","89.4","29.1",
"경기도","비닐류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","237.7",
"경기도","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","33.1",
"경기도","PET병","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","86.6",
"경기도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","220.5",
"경기도","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","",".3",
"경기도","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","259.2","206.5","252.1","214.7","222.5","236.5","274.3","305.4","328.3","345.8","359.2","330.7","309.8","280.8","281.6","283.7","289","214","215.1","225.9","206.7","190","268.5","",
"경기도","합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","121.7","194.4","168.8","203.3","220.6","238.2","218.4","227.7","186","270.3","306.2","326.9","",
"경기도","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","42.5","32.4","31.3","",
"경기도","폐전기전자제품","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","38","37","41.7","42.9","36.7","41.7","34","20.4","23.6","21","21.2","31.7","38.9",
"경기도","폐전지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","",".6","1",".5","1","9.6","13.9","14.2","6.8","6.3","9.9","2","2.3","3.9",
"경기도","농약용기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","",".6",
"경기도","폐비닐","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","47.7",
"경기도","타이어","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","3.2","1.3",".6",".2",".3",".1",".3",".1",".1",".2",".1",".2","",
"경기도","윤활유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","",".9","0","0","0","0","0","0","0","0",".1","0","0","",
"경기도","폐형광등","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","3.7","4.2","5.2","16.5","4.1","6.1","13","6.2","8.9","41.9","30.3","24.3","6.8",
"경기도","고철류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","249.2","293.5","342.4","305.3","272.5","283.8","321.7","346.4","348.3","355.5","354.9","188.1","217.8","199.4","181.8","198.8","219.4","192.5","165","149.9","118.5","88.2","115.6","67.6",
"경기도","폐의류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","17.5","24","30.2","42.6","56.3","43.9","27.1","60.4","31","22.3","12.6","13.3","1.3",
"경기도","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","18.9",
"경기도","영농폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","36.7","44.7","42.1","45.2","62.7","38.2","41.3","34.6","30","25.4","25.6","26.4","",
"경기도","폐가구류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","20.9","60.3","78.8","44.2","71.2","95.2","106.8","168.9","219.9","316.5","221.2",
"경기도","폐식용유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","",".3",".2",".5",".7","8.3",".5",".9",".1",".1","0",
"경기도","재활용잔재물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","242.1","302.6",
"경기도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","191.6","118","93","124.6","149.4","167.4","212.3","213.7","248.1","248.1","260","141.3","125.5","154.2","185.5","190.5","160","127.6","66.5","100.5","69.7","71.8","81.9","93.5",
"경기도","음식물류 폐기물 분리배출","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","2173.1","2600.5","2783.3","2727.9","2662","2648","2584.7","2497.4","2708.9","3076.8","3150.4","3309.3","3151","2997.5",
"강원도","총계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1525","1268","1377.9","1320.6","1351.4","1416.5","1734.2","1644.6","1500","1500.8","1772.4","1746.7","1700.9","1886.9","1848.1","1859.1","1843.3","1834.4","1848.9","1793.7","1858.9","1981.3","2007.6","1866.3",
"강원도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","894.9","867.3","888.8","893.4","914","916.9","894.6","944.7","974.5","992.2","1023.9",
"강원도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","789","628.4","691.6","686.4","698.6","739.3","894.9","821.3","779.5","782.6","739.8","730.2","723.4","687.8","658.6","658.6","656.1","697.6","721.2","707.9","720.9","726.3","757.7","749.6",
"강원도","음식물류폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","352","312.5","320.7","306.8","323.6","316.9","290.4","298.8","255","264.9","46.8","65.7","81.6","43.1","11.5","6.1","31.6","3","24.8","46.2","37.1","47.7","63.4","48.1",
"강원도","폐지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","185","126.5","121","120.6","89.5","101.7","116.7","110.9","123.4","123.6","177.8","172","208.7","185.8","175.5","174.7","165.7","207.6","175.4","206.7","184.9","188.9","214.5","237.7",
"강원도","폐합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","222.7",
"강원도","폐목재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","54","44","40.8","43.5","55.2","58.5","104.2","83.8","84.6","77.7","143.8","104.6","71.8","64.6","65","65.5","59.4","64.8","67.5","32.1","35","29.8","36.7","34",
"강원도","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","29.8",
"강원도","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","28","28.7","34.8","25.7","27.4","30.1","51.1","51.9","58.7","58","60.4","59.6","44.1","40.3","45.3","52.4","54.7","53.2","44.2","35.7","29.2","30.4","40","12.8",
"강원도","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","45","28.2","33.5","50","52.6","73.2","101.4","83.3","109","105.4","130.2","114.2","126.1","116.5","129.3","130","128.3","112.4","163","129.3","105.2","131","164","",
"강원도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","125","88.5","140.8","139.8","150.3","158.9","231.1","192.6","148.8","153","180.8","214.1","191.2","237.5","232","229.9","216.4","256.6","246.3","257.9","329.5","298.5","239.1","164.5",
"강원도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","530","408","380.4","341.3","366.2","349.6","482.3","440","378.1","342.1","333.5","283.1","230.2","207.1","208.7","230.2","237.3","216.4","195.7","186.7","219.5","246.8","234.5","245",
"강원도","연탄재","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","203","133.4","167.8","134.9","138.4","120.2","123","109.1","95.7","91.1","86.5","","","","","","","","","","","","","48.2",
"강원도","폐유리류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","38.7","29.6","18.9","21.5","23.9","29.4","27.5","23.7","23.1","24","28.8","42.4","38.2",
"강원도","폐금속류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","97","63.5","37.5","43.6","42","49.9","53.8","57.9","53.6","49.2","57.1","42.1","28.3","26.3","29.6","31.6","38.7","39.8","25.2","21.4","21.9","27.7","33.3","26.8",
"강원도","폐토사류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","89","89.5","54.5","41","41.7","43.3","73","82.4","76.3","64","61.4","75.8","44.9","41.4","44.7","54.1","54.9","55.9","50","29.2","28.2","28.3","15.2","12.4",
"강원도","폐타일 및 도자기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","7.3",
"강원도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","141","121.6","120.6","121.8","144.1","136.2","232.5","190.6","152.5","137.9","128.5","126.5","127.4","120.5","112.9","120.6","114.3","93.2","96.8","113","145.4","162","143.6","112.1",
"강원도","건설폐재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","19.4",
"강원도","기타(배출불명 등)","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","4.3","1.4","0","9.9",
"강원도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","206","231.6","305.9","292.9","286.6","327.6","357","383.3","342.4","376.1","440.5","415.1","413.3","689.1","693.5","694.3","702.6","662.9","638.6","523.2","507","615.8","605.2","440.8",
"강원도","종이팩","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","2.2",
"강원도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","170.3",
"강원도","종이류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","110","149.3","155.2","168","165","188.9","204.4","214.9","204.5","214.6","146.7","133.1","108.4","212.9","205.6","196.4","201.3","211.3","207.5","163.2","158.1","274.2","267.3","",
"강원도","폐유리병류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","23","18.7","29.6","37.2","26.5","35","36.3","36.7","32.7","42.1","43.7","66.5","67.2","67.2","90.1","85.7","72.1","66.8","62.6","41.5","40.2","39.8","35.9","27.2",
"강원도","캔류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","15","14","10.3","6.9","11.1","10.8","13.8","12.1","9.7","14.7","23.8","24.5","40","36.8","87.9","85.3","79.7","67.8","71.8","53","51.8","54.1","","",
"강원도","금속캔","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","53.3","10.3",
"강원도","비닐류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","17.3",
"강원도","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","3.7",
"강원도","PET병","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","21",
"강원도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","15.3",
"강원도","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"강원도","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","14","9.7","7.4","13","13.4","18.3","20.7","18.7","14.1","20.6","42.2","43.6","36","37.4","34.2","36.7","41.4","41.1","41.1","13.8","30.9","29.7","30.9","",
"강원도","합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","28","22","27.6","26.9","20.9","21.8","19.6","16.4","32.4","15.5","13.4","8.4","",
"강원도","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","1.2","2","1.4","",
"강원도","폐전기전자제품","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","6.9","12.6","8.4","4.7","5.6","23.2","5.2","6.5","13.2","7.9","8.2","5.6","7.9",
"강원도","폐전지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","",".1",".3",".4",".3","6.4","2.2","1.7",".8","1.4",".3",".3",".1","0",
"강원도","농약용기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","15.4",
"강원도","폐비닐","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","22.6",
"강원도","타이어","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","0",".5","12.6","7.3","4.2","4.2","4.2","2.9","2.4","13.3","21.5","21.1","",
"강원도","윤활유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","0","0",".8","0","5.7","5.1","5.1","4.6","4.8","13.9","16.6","13.3","",
"강원도","폐형광등","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","9.5","2.1","2.9","1.1","1.4","1.5",".5","1.2","5.7","2","1.8",".5",".2",
"강원도","고철류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","21","31.2","87.5","51.3","51.9","50.6","57","71.6","57.8","52.5","145.4","46.7","62.2","173.7","140.2","142.7","156.4","162.9","146.2","109.8","91.8","42","39.8","19.9",
"강원도","폐의류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","4.6","7.6","20.9","7.6","6.1","7.2","7.6","6.1","5.5","5.6","20.8","18.4","20.8",
"강원도","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","",".8",
"강원도","영농폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","34.2","41.4","42.7","44.8","47.3","41.2","37.2","40.3","39.7","33.6","58","37.9","",
"강원도","폐가구류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","25.8","23.9","27.8","30.7","18.9","15","23.8","25.9","24.8","10.4","7",
"강원도","폐식용유","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","",".8","8.4",".9",".6",".2",".2",".4",".5",".9","0",
"강원도","재활용잔재물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","53.1","63.9",
"강원도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","23","8.7","15.9","16.5","18.7","24","24.8","29.3","23.6","31.6","38.7","17.5","13","19","18.1","13.7","13.7","12.4","15.4","12.8","14.6","8.1","6.9","15",
"강원도","음식물류 폐기물 분리배출","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","258.6","318.3","334","302.9","287.3","276","247.3","257.5","293.4","375.9","407.2","391","410.2","401.6",
"충청북도","총계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","1406.8","1202.5","1142.5","1322.5","1390.1","1403.7","1432.9","1428.7","1492.8","1493.7","1511.3","1520.6","1416.4","1513.1","1601.2","1561.1","1556.7","1579","1755.6","1541.3","1969.9","1857.7","1914.7","1906.1",
"충청북도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","727.2","702.8","706.9","648.1","675.3","720.2","681.9","862.5","923.8","976.5","1014.3",
"충청북도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","706.6","683.4","574.6","575.1","642.8","635.6","609.7","655.2","673.3","693.2","510.4","495.9","472.8","515.6","458.4","491.7","449","461","503.5","561.9","641.7","670.1","663.2","743.5",
"충청북도","음식물류폐기물","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","325.7","313.4","232.2","290.9","276.2","240.8","222.1","237.7","258.1","263.2","78.7","7.3","6.6","7.6","28.9","21.5","9.9","9.3","24.1","66.9","96.4","71.5","65","85.8",
"충청북도","폐지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","99.3","97.3","90.2","77.2","95.1","94.7","91.2","92.3","85.9","88.7","91.7","129.5","98.2","153.4","173.5","179.9","190.7","178.8","167.4","188.8","220","185.9","195.8","207.7",
"충청북도","폐합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","186.5",
"충청북도","폐목재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","28.4","27.7","27.6","24.1","55.4","90.7","94.5","97.5","114.4","118.3","114.8","122.3","100.6","84.2","80.3","81.3","47","64","83","31.9","26.9","26.4","25.8","31.9",
"충청북도","폐섬유류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","30.1",
"충청북도","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","24.6","23.9","18.1","15.3","20.6","15.8","14.6","14.5","17.7","14.8","17.6","33.6","22.5","20.3","16.1","15.3","18.3","28.4","21.9","18.8","19.9","35","30.3","8",
"충청북도","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","37.8","42.7","51","36.5","32.2","29.1","26.1","27.3","27.7","29.9","30.3","38.2","31.8","23.2","36.4","35.3","61.5","71.1","74.8","137.7","151.1","157.3","156.5","",
"충청북도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","190.8","178.4","155.5","131.1","163.3","164.5","161.2","185.9","169.5","178.3","177.3","165","213.1","226.9","123.2","158.4","121.6","109.4","132.3","117.8","127.4","194","189.8","193.5",
"충청북도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","415.5","238.9","279.5","272.2","349.5","305.8","341.9","273.9","281.4","260.6","278.7","199.3","188.1","211.6","244.4","215.2","199.1","214.3","216.7","120","138.5","139.6","169.4","199.7",
"충청북도","연탄재","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","70.6","64.1","42.7","33.3","52.9","63.1","46.6","21","22","31.5","36.6","","","","","","","","","","","","","19.5",
"충청북도","폐유리류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","14","13","12","9.5","16","9.9","8.2","7.6","17.3","39.5","20.3","24.1","31.4",
"충청북도","폐금속류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","35.3","36.2","58.7","50.8","32.4","29.6","30.4","28.7","26.4","18","21.4","10.2","12.5","8.7","8.3","5.2","12.7","9.9","7.7","15.3","24.5","11.5","11.5","17.3",
"충청북도","폐토사류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","150.4","57.8","70.2","81.5","90.1","81.8","79","81.9","73.9","68.9","77.8","73.3","89.4","92.6","107.8","100.8","78.5","101.8","66","17.6","10.5","7.1","6.5","8.9",
"충청북도","폐타일 및 도자기류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","53.8",
"충청북도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","159.2","80.8","107.9","106.6","174.1","131.3","185.9","142.3","159.1","142.2","142.9","101.8","73.2","98.3","118.8","93.2","98","94.4","135.4","69.8","64","100.7","127.3","68.8",
"충청북도","건설폐재류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","3.9",
"충청북도","기타(배출불명 등)","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","82.3","114.1","143.9","67.2",
"충청북도","소계","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","284.7","280.2","288.4","475.2","397.8","462.3","481.3","499.6","538.1","539.9","456.5","498.9","403.8","485.9","558.4","565.5","613.4","648.9","712.8","469.4","715.4","514.9","517.9","470.3",
"충청북도","종이팩","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","4.2",
"충청북도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","158.7",
"충청북도","종이류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","138.1","151.6","87.8","344.9","249.6","252.8","264.4","267.9","273.6","209.4","170.5","184.7","42.9","125.2","165.6","154.5","221.6","270","196.5","115.3","391.3","234.3","247.3","",
"충청북도","폐유리병류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","36.1","37.1","36.7","30.4","43.3","39.7","42.3","47.2","47.6","68.5","51.6","47.8","88.2","43.8","39.1","51.1","41.5","40.2","41.6","37.1","18.5","18.4","18.6","16.9",
"충청북도","캔류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","20.5","19.4","16.3","10.1","11.7","12.3","12.8","12.3","15","19.1","17.9","21.5","23.1","15.8","17.9","17.7","13","15.3","12.4","10.2","17.6","13.8","","",
"충청북도","금속캔","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","18.7","9.9",
"충청북도","비닐류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","38.3",
"충청북도","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","3.6",
"충청북도","PET병","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","15.2",
"충청북도","기타","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","6.3",
"충청북도","폐고무류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","","","","","0",
"충청북도","플라스틱류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","11.1","11.1","22","17.3","22.9","19.4","22.1","29.8","37.3","66.8","69.4","63.2","103.1","29.7","70.3","54.1","52.7","47","52.3","29.3","11.3","11.6","14.1","",
"충청북도","합성수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","5.6","9.5","72","32.2","43.7","32.9","29.3","43.2","47.3","21.6","18.2","33.2","",
"충청북도","발포수지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","","","","","","","","","",".8","4.2","5.7","",
"충청북도","폐전기전자제품","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","1.5","23.4","3.2","25.6","21.8","22","2.5","1.5","1.3",".8","1",".8","3",
"충청북도","폐전지류","폐기물 발생현황_생활폐기물(1996~2019)[톤/일]","톤/일","","","","","","","","","","","","0","0","0","0",".8","9.5","23.5","23.8",".2",".1",".1",".2",".1",
